"","processname","processcode","startdatetime","objectname","stagecounts"
"6814","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-01,"Sydney Student (Web) - SM Request",6
"6815","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-01,"Sydney Student (web)_Launch and Navigate",8
"6816","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-01,"Utility - Collection Manipulation",1
"6817","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-01,"Utility - Environment",2
"6818","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-01,NA,147
"6819","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Blueprism.Automate.clsWorkQueuesActions",6
"6820","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Blueprism.AutomateProcessCore.clsCollectionActions",8
"6821","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Outlook",2
"6822","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Sydney Student (Web) - Applicant Credits & Credits",26
"6823","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Sydney Student (Web) - SM Request",8
"6824","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Sydney Student (web)_Launch and Navigate",8
"6825","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Utility - Collection Manipulation",1
"6826","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,"Utility - Environment",2
"6827","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-02,NA,243
"6828","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Blueprism.Automate.clsWorkQueuesActions",2
"6829","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Blueprism.AutomateProcessCore.clsCollectionActions",4
"6830","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Outlook",2
"6831","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Sydney Student (Web) - Applicant Credits & Credits",10
"6832","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Sydney Student (Web) - SM Request",5
"6833","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Sydney Student (web)_Launch and Navigate",8
"6834","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Utility - Collection Manipulation",1
"6835","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,"Utility - Environment",2
"6836","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-03,NA,147
"6837","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Blueprism.Automate.clsWorkQueuesActions",2
"6838","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Blueprism.AutomateProcessCore.clsCollectionActions",4
"6839","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Outlook",2
"6840","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Sydney Student (Web) - Applicant Credits & Credits",10
"6841","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Sydney Student (Web) - SM Request",5
"6842","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Sydney Student (web)_Launch and Navigate",8
"6843","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Utility - Collection Manipulation",1
"6844","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,"Utility - Environment",2
"6845","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-04,NA,139
"6846","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-05,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"6847","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-05,"Outlook",2
"6848","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-05,"Sydney Student (Web) - Applicant Credits & Credits",8
"6849","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-05,"Sydney Student (Web) - SM Request",5
"6850","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-05,"Sydney Student (web)_Launch and Navigate",8
"6851","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-05,"Utility - Environment",2
"6852","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-05,NA,131
"6853","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-06,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"6854","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-06,"Outlook",2
"6855","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-06,"Sydney Student (Web) - Applicant Credits & Credits",8
"6856","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-06,"Sydney Student (Web) - SM Request",5
"6857","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-06,"Sydney Student (web)_Launch and Navigate",8
"6858","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-06,"Utility - Environment",2
"6859","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-06,NA,131
"6860","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-07,"Blueprism.AutomateProcessCore.clsCollectionActions",3
"6861","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-07,"Outlook",2
"6862","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-07,"Sydney Student (Web) - SM Request",9
"6863","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-07,"Sydney Student (web)_Launch and Navigate",23
"6864","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-07,"Utility - Environment",3
"6865","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-07,NA,56
"6866","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-08,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"6867","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-08,"Outlook",2
"6868","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-08,"Sydney Student (Web) - Applicant Credits & Credits",4
"6869","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-08,"Sydney Student (Web) - SM Request",4
"6870","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-08,"Sydney Student (web)_Launch and Navigate",8
"6871","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-08,"Utility - Environment",2
"6872","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-08,NA,72
"6873","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Blueprism.Automate.clsWorkQueuesActions",2
"6874","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Blueprism.AutomateProcessCore.clsCollectionActions",4
"6875","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Outlook",2
"6876","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Sydney Student (Web) - Applicant Credits & Credits",10
"6877","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Sydney Student (Web) - SM Request",5
"6878","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Sydney Student (web)_Launch and Navigate",8
"6879","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Utility - Collection Manipulation",1
"6880","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,"Utility - Environment",2
"6881","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-09,NA,134
"6882","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-10,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"6883","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-10,"Outlook",2
"6884","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-10,"Sydney Student (Web) - SM Request",3
"6885","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-10,"Sydney Student (web)_Launch and Navigate",8
"6886","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-10,"Utility - Environment",2
"6887","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-10,NA,41
"6888","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Blueprism.Automate.clsWorkQueuesActions",10
"6889","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Blueprism.AutomateProcessCore.clsCollectionActions",12
"6890","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Outlook",2
"6891","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Sydney Student (Web) - Applicant Credits & Credits",30
"6892","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Sydney Student (Web) - SM Request",8
"6893","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Sydney Student (web)_Launch and Navigate",8
"6894","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Utility - Collection Manipulation",1
"6895","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,"Utility - Environment",2
"6896","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-11,NA,232
"6897","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-12,"Sydney Student (web)_Launch and Navigate",7
"6898","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-12,"Utility - Environment",3
"6899","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-12,NA,31
"6900","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-13,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"6901","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-13,"Outlook",4
"6902","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-13,"Sydney Student (Web) - Applicant Credits & Credits",12
"6903","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-13,"Sydney Student (Web) - SM Request",6
"6904","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-13,"Sydney Student (web)_Launch and Navigate",15
"6905","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-13,"Utility - Environment",6
"6906","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-13,NA,174
"6907","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-14,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"6908","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-14,"Outlook",2
"6909","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-14,"Sydney Student (Web) - Applicant Credits & Credits",12
"6910","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-14,"Sydney Student (Web) - SM Request",6
"6911","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-14,"Sydney Student (web)_Launch and Navigate",8
"6912","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-14,"Utility - Environment",2
"6913","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-14,NA,136
"6914","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Blueprism.Automate.clsWorkQueuesActions",2
"6915","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Blueprism.AutomateProcessCore.clsCollectionActions",4
"6916","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Outlook",2
"6917","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Sydney Student (Web) - Applicant Credits & Credits",6
"6918","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Sydney Student (Web) - SM Request",4
"6919","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Sydney Student (web)_Launch and Navigate",8
"6920","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Utility - Collection Manipulation",1
"6921","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,"Utility - Environment",2
"6922","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-15,NA,82
"6923","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-16,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"6924","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-16,"Outlook",2
"6925","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-16,"Sydney Student (Web) - Applicant Credits & Credits",4
"6926","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-16,"Sydney Student (Web) - SM Request",4
"6927","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-16,"Sydney Student (web)_Launch and Navigate",8
"6928","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-16,"Utility - Environment",2
"6929","P50 - Processing Credit Offers - Queue Loader V3","P50",2019-10-16,NA,92
"6930","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-26,"Blueprism.Automate.clsWorkQueuesActions",1
"6931","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-26,"Outlook",1
"6932","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-26,"Sydney Student (web)_Launch and Navigate",5
"6933","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-26,"Utility - Environment",2
"6934","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-26,NA,12
"6935","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Blueprism.Automate.clsWorkQueuesActions",6
"6936","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Blueprism.AutomateProcessCore.clsCollectionActions",4
"6937","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Outlook",2
"6938","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Sydney Student (Web) - Applicant Credits & Credits",23
"6939","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Sydney Student (Web) - SM Request",4
"6940","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Sydney Student (web)_Launch and Navigate",13
"6941","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Utility - Environment",4
"6942","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,"Utility - Strings",1
"6943","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-27,NA,90
"6944","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-28,"Blueprism.Automate.clsWorkQueuesActions",1
"6945","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-28,"Outlook",1
"6946","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-28,"Sydney Student (web)_Launch and Navigate",5
"6947","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-28,"Utility - Environment",2
"6948","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-28,NA,9
"6949","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-29,"Blueprism.Automate.clsWorkQueuesActions",1
"6950","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-29,"Outlook",1
"6951","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-29,"Sydney Student (web)_Launch and Navigate",5
"6952","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-29,"Utility - Environment",2
"6953","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-29,NA,9
"6954","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-30,"Blueprism.Automate.clsWorkQueuesActions",1
"6955","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-30,"Outlook",1
"6956","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-30,"Sydney Student (web)_Launch and Navigate",5
"6957","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-30,"Utility - Environment",2
"6958","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-09-30,NA,9
"6959","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Blueprism.Automate.clsWorkQueuesActions",5
"6960","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Blueprism.AutomateProcessCore.clsCollectionActions",4
"6961","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Outlook",1
"6962","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Sydney Student (Web) - Applicant Credits & Credits",23
"6963","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Sydney Student (Web) - SM Request",4
"6964","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Sydney Student (web)_Launch and Navigate",8
"6965","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Utility - Environment",2
"6966","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,"Utility - Strings",1
"6967","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-01,NA,75
"6968","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-02,"Blueprism.Automate.clsWorkQueuesActions",13
"6969","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-02,"Blueprism.AutomateProcessCore.clsCollectionActions",12
"6970","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-02,"Outlook",1
"6971","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-02,"Sydney Student (Web) - Applicant Credits & Credits",71
"6972","P50 - Processing Credit Offers - Queue Processor v2","P50",2019-10-02,"Sydney Student (Web) - SM Request",12
